"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"3","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testRead.java","1","11","The class name 'testRead' doesn't match '[A-Z][a-zA-Z0-9]+'","Code Style","ClassNamingConventions"
"4","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testRead.java","3","14","Public method and constructor comments are required","Documentation","CommentRequired"
"5","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testRead.java","3","15","Avoid variables with short names like f","Code Style","ShortVariable"
"6","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testRead.java","3","15","Local variable 'f' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","15","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"2","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","15","Header comments are required","Documentation","CommentRequired"
"3","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","1","15","The class name 'testServer' doesn't match '[A-Z][a-zA-Z0-9]+'","Code Style","ClassNamingConventions"
"4","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","16","Field comments are required","Documentation","CommentRequired"
"5","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","16","To avoid mistakes add a comment at the beginning of the window field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"6","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","16","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"7","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","17","Avoid variables with short names like s","Code Style","ShortVariable"
"8","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","17","Field comments are required","Documentation","CommentRequired"
"9","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","17","To avoid mistakes add a comment at the beginning of the s field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"10","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","17","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"11","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","18","Avoid variables with short names like f","Code Style","ShortVariable"
"12","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","18","Field comments are required","Documentation","CommentRequired"
"13","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","18","To avoid mistakes add a comment at the beginning of the f field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"14","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","18","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"15","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","19","Avoid variables with short names like f2","Code Style","ShortVariable"
"16","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","19","Field comments are required","Documentation","CommentRequired"
"17","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","19","To avoid mistakes add a comment at the beginning of the f2 field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"18","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","19","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"19","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","20","Avoid variables with short names like db","Code Style","ShortVariable"
"20","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","20","Field comments are required","Documentation","CommentRequired"
"21","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","20","To avoid mistakes add a comment at the beginning of the db field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"22","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","20","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"23","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","21","Field comments are required","Documentation","CommentRequired"
"24","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","21","To avoid mistakes add a comment at the beginning of the db2 field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"25","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","21","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"26","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","22","Field comments are required","Documentation","CommentRequired"
"27","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","22","To avoid mistakes add a comment at the beginning of the arr field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"28","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","22","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"29","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","23","Field comments are required","Documentation","CommentRequired"
"30","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","23","To avoid mistakes add a comment at the beginning of the arr2 field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"31","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","23","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"32","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","24","Field comments are required","Documentation","CommentRequired"
"33","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","24","To avoid mistakes add a comment at the beginning of the path field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"34","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","24","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"35","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","4","24","Useless parentheses.","Code Style","UselessParentheses"
"36","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","26","Public method and constructor comments are required","Documentation","CommentRequired"
"37","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","1","26","The JUnit 4 test method name 'testAddDB_andFilter' doesn't match '[a-z][a-zA-Z0-9]+'","Code Style","MethodNamingConventions"
"38","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","42","Public method and constructor comments are required","Documentation","CommentRequired"
"39","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","50","Public method and constructor comments are required","Documentation","CommentRequired"
"40","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","56","Public method and constructor comments are required","Documentation","CommentRequired"
"41","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testServer.java","3","64","Public method and constructor comments are required","Documentation","CommentRequired"
"1","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testSingleScan.java","3","10","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"2","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testSingleScan.java","3","10","Header comments are required","Documentation","CommentRequired"
"3","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testSingleScan.java","1","10","The class name 'testSingleScan' doesn't match '[A-Z][a-zA-Z0-9]+'","Code Style","ClassNamingConventions"
"4","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testSingleScan.java","3","13","Public method and constructor comments are required","Documentation","CommentRequired"
"5","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testSingleScan.java","3","14","Avoid variables with short names like sc","Code Style","ShortVariable"
"6","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testSingleScan.java","3","14","Local variable 'sc' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","9","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"2","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","9","Header comments are required","Documentation","CommentRequired"
"3","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","1","9","The class name 'testWifiSpot' doesn't match '[A-Z][a-zA-Z0-9]+'","Code Style","ClassNamingConventions"
"4","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","11","Avoid variables with short names like ws","Code Style","ShortVariable"
"5","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","11","Field comments are required","Documentation","CommentRequired"
"6","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","11","To avoid mistakes add a comment at the beginning of the ws field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"7","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","11","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"8","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","12","Field comments are required","Documentation","CommentRequired"
"9","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","12","To avoid mistakes add a comment at the beginning of the higherSignal field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"10","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","12","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"11","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","13","Field comments are required","Documentation","CommentRequired"
"12","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","13","To avoid mistakes add a comment at the beginning of the lowerSignal field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"13","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","13","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"14","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","14","Field comments are required","Documentation","CommentRequired"
"15","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","14","To avoid mistakes add a comment at the beginning of the equalSignal field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"16","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","14","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"17","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/testWifiSpot.java","3","17","Public method and constructor comments are required","Documentation","CommentRequired"
"1","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/wifiLocationFinderTest.java","3","15","Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"2","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/wifiLocationFinderTest.java","3","15","Header comments are required","Documentation","CommentRequired"
"3","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/wifiLocationFinderTest.java","1","15","The class name 'wifiLocationFinderTest' doesn't match '[A-Z][a-zA-Z0-9]+'","Code Style","ClassNamingConventions"
"4","test.java","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/test/java/wifiLocationFinderTest.java","3","19","Public method and constructor comments are required","Documentation","CommentRequired"
